transaction_id,transaction_date,transaction_type,product_code,warehouse,quantity,unit_price
SAL-2024-08-01-CAS-003-HOU,2024-08-01,sale,CAS-003,Houston,14,1201.89
PUR-2024-08-01-CAS-003-HOU,2024-08-01,purchase,CAS-003,Houston,13,1201.89
SAL-2024-08-01-CAS-003-PIT,2024-08-01,sale,CAS-003,Pittsburgh,11,1201.89
PUR-2024-08-01-CAS-003-PIT,2024-08-01,purchase,CAS-003,Pittsburgh,11,1201.89
SAL-2024-08-01-CAS-004-CHI,2024-08-01,sale,CAS-004,Chicago,33,820.97
PUR-2024-08-01-CAS-004-CHI,2024-08-01,purchase,CAS-004,Chicago,27,820.97
SAL-2024-08-01-CAS-004-HOU,2024-08-01,sale,CAS-004,Houston,23,820.97
PUR-2024-08-01-CAS-004-HOU,2024-08-01,purchase,CAS-004,Houston,30,820.97
SAL-2024-08-01-CAS-004-PIT,2024-08-01,sale,CAS-004,Pittsburgh,18,820.97
PUR-2024-08-01-CAS-004-PIT,2024-08-01,purchase,CAS-004,Pittsburgh,18,820.97
SAL-2024-08-01-CAS-005-CHI,2024-08-01,sale,CAS-005,Chicago,21,1039.4
PUR-2024-08-01-CAS-005-CHI,2024-08-01,purchase,CAS-005,Chicago,22,1039.4
SAL-2024-08-01-CAS-005-HOU,2024-08-01,sale,CAS-005,Houston,16,1039.4
PUR-2024-08-01-CAS-005-HOU,2024-08-01,purchase,CAS-005,Houston,15,1039.4
SAL-2024-08-01-CAS-005-PIT,2024-08-01,sale,CAS-005,Pittsburgh,13,1039.4
PUR-2024-08-01-CAS-005-PIT,2024-08-01,purchase,CAS-005,Pittsburgh,12,1039.4
SAL-2024-08-01-SIB-001-CHI,2024-08-01,sale,SIB-001,Chicago,83,7.47
PUR-2024-08-01-SIB-001-CHI,2024-08-01,purchase,SIB-001,Chicago,69,7.47
SAL-2024-08-01-SIB-001-HOU,2024-08-01,sale,SIB-001,Houston,66,7.47
PUR-2024-08-01-SIB-001-HOU,2024-08-01,purchase,SIB-001,Houston,53,7.47
SAL-2024-08-01-SIB-001-PIT,2024-08-01,sale,SIB-001,Pittsburgh,38,7.47
PUR-2024-08-01-SIB-001-PIT,2024-08-01,purchase,SIB-001,Pittsburgh,44,7.47
SAL-2024-08-01-SIB-002-CHI,2024-08-01,sale,SIB-002,Chicago,135,6.57
PUR-2024-08-01-SIB-002-CHI,2024-08-01,purchase,SIB-002,Chicago,109,6.57
SAL-2024-08-01-SIB-002-HOU,2024-08-01,sale,SIB-002,Houston,110,6.57
PUR-2024-08-01-SIB-002-HOU,2024-08-01,purchase,SIB-002,Houston,99,6.57
SAL-2024-08-01-SIB-002-PIT,2024-08-01,sale,SIB-002,Pittsburgh,64,6.57
PUR-2024-08-01-SIB-002-PIT,2024-08-01,purchase,SIB-002,Pittsburgh,70,6.57
SAL-2024-08-01-SIB-003-CHI,2024-08-01,sale,SIB-003,Chicago,72,8.35
PUR-2024-08-01-SIB-003-CHI,2024-08-01,purchase,SIB-003,Chicago,96,8.35
SAL-2024-08-01-SIB-003-HOU,2024-08-01,sale,SIB-003,Houston,71,8.35
PUR-2024-08-01-SIB-003-HOU,2024-08-01,purchase,SIB-003,Houston,68,8.35
SAL-2024-08-01-SIB-003-PIT,2024-08-01,sale,SIB-003,Pittsburgh,58,8.35
PUR-2024-08-01-SIB-003-PIT,2024-08-01,purchase,SIB-003,Pittsburgh,56,8.35
SAL-2024-08-01-SIB-004-CHI,2024-08-01,sale,SIB-004,Chicago,115,7.16
PUR-2024-08-01-SIB-004-CHI,2024-08-01,purchase,SIB-004,Chicago,92,7.16
SAL-2024-08-01-SIB-004-HOU,2024-08-01,sale,SIB-004,Houston,93,7.16
PUR-2024-08-01-SIB-004-HOU,2024-08-01,purchase,SIB-004,Houston,108,7.16
SAL-2024-08-01-SIB-004-PIT,2024-08-01,sale,SIB-004,Pittsburgh,76,7.16
PUR-2024-08-01-SIB-004-PIT,2024-08-01,purchase,SIB-004,Pittsburgh,87,7.16
SAL-2024-08-01-SIB-005-CHI,2024-08-01,sale,SIB-005,Chicago,118,5.98
PUR-2024-08-01-SIB-005-CHI,2024-08-01,purchase,SIB-005,Chicago,111,5.98
SAL-2024-08-01-SIB-005-HOU,2024-08-01,sale,SIB-005,Houston,95,5.98
PUR-2024-08-01-SIB-005-HOU,2024-08-01,purchase,SIB-005,Houston,102,5.98
SAL-2024-08-01-SIB-005-PIT,2024-08-01,sale,SIB-005,Pittsburgh,59,5.98
PUR-2024-08-01-SIB-005-PIT,2024-08-01,purchase,SIB-005,Pittsburgh,79,5.98
SAL-2024-08-01-MOR-001-CHI,2024-08-01,sale,MOR-001,Chicago,12,815.21
PUR-2024-08-01-MOR-001-CHI,2024-08-01,purchase,MOR-001,Chicago,10,815.21
SAL-2024-08-01-MOR-001-HOU,2024-08-01,sale,MOR-001,Houston,11,815.21
PUR-2024-08-01-MOR-001-HOU,2024-08-01,purchase,MOR-001,Houston,12,815.21
SAL-2024-08-01-MOR-001-PIT,2024-08-01,sale,MOR-001,Pittsburgh,8,815.21
PUR-2024-08-01-MOR-001-PIT,2024-08-01,purchase,MOR-001,Pittsburgh,7,815.21
SAL-2024-08-01-MOR-002-CHI,2024-08-01,sale,MOR-002,Chicago,28,836.57
PUR-2024-08-01-MOR-002-CHI,2024-08-01,purchase,MOR-002,Chicago,21,836.57
SAL-2024-08-01-MOR-002-HOU,2024-08-01,sale,MOR-002,Houston,21,836.57
PUR-2024-08-01-MOR-002-HOU,2024-08-01,purchase,MOR-002,Houston,18,836.57
SAL-2024-08-01-MOR-002-PIT,2024-08-01,sale,MOR-002,Pittsburgh,16,836.57
PUR-2024-08-01-MOR-002-PIT,2024-08-01,purchase,MOR-002,Pittsburgh,17,836.57
SAL-2024-08-01-MOR-003-CHI,2024-08-01,sale,MOR-003,Chicago,20,549.69
PUR-2024-08-01-MOR-003-CHI,2024-08-01,purchase,MOR-003,Chicago,23,549.69
SAL-2024-08-01-MOR-003-HOU,2024-08-01,sale,MOR-003,Houston,17,549.69
PUR-2024-08-01-MOR-003-HOU,2024-08-01,purchase,MOR-003,Houston,20,549.69
SAL-2024-08-01-MOR-003-PIT,2024-08-01,sale,MOR-003,Pittsburgh,13,549.69
PUR-2024-08-01-MOR-003-PIT,2024-08-01,purchase,MOR-003,Pittsburgh,11,549.69
SAL-2024-08-01-MOR-004-CHI,2024-08-01,sale,MOR-004,Chicago,12,611.7
PUR-2024-08-01-MOR-004-CHI,2024-08-01,purchase,MOR-004,Chicago,16,611.7
SAL-2024-08-01-MOR-004-HOU,2024-08-01,sale,MOR-004,Houston,11,611.7
PUR-2024-08-01-MOR-004-HOU,2024-08-01,purchase,MOR-004,Houston,11,611.7
SAL-2024-08-01-MOR-004-PIT,2024-08-01,sale,MOR-004,Pittsburgh,7,611.7
PUR-2024-08-01-MOR-004-PIT,2024-08-01,purchase,MOR-004,Pittsburgh,7,611.7
SAL-2024-08-01-MOR-005-CHI,2024-08-01,sale,MOR-005,Chicago,12,806.99
PUR-2024-08-01-MOR-005-CHI,2024-08-01,purchase,MOR-005,Chicago,9,806.99
SAL-2024-08-01-MOR-005-HOU,2024-08-01,sale,MOR-005,Houston,10,806.99
PUR-2024-08-01-MOR-005-HOU,2024-08-01,purchase,MOR-005,Houston,9,806.99
SAL-2024-08-01-MOR-005-PIT,2024-08-01,sale,MOR-005,Pittsburgh,6,806.99
PUR-2024-08-01-MOR-005-PIT,2024-08-01,purchase,MOR-005,Pittsburgh,5,806.99
SAL-2024-08-01-INS-001-CHI,2024-08-01,sale,INS-001,Chicago,96,8.01
PUR-2024-08-01-INS-001-CHI,2024-08-01,purchase,INS-001,Chicago,80,8.01
SAL-2024-08-01-INS-001-HOU,2024-08-01,sale,INS-001,Houston,74,8.01
PUR-2024-08-01-INS-001-HOU,2024-08-01,purchase,INS-001,Houston,84,8.01
SAL-2024-08-01-INS-001-PIT,2024-08-01,sale,INS-001,Pittsburgh,46,8.01
PUR-2024-08-01-INS-001-PIT,2024-08-01,purchase,INS-001,Pittsburgh,49,8.01
SAL-2024-08-01-INS-002-CHI,2024-08-01,sale,INS-002,Chicago,81,15.77
PUR-2024-08-01-INS-002-CHI,2024-08-01,purchase,INS-002,Chicago,70,15.77
SAL-2024-08-01-INS-002-HOU,2024-08-01,sale,INS-002,Houston,64,15.77
PUR-2024-08-01-INS-002-HOU,2024-08-01,purchase,INS-002,Houston,59,15.77
SAL-2024-08-01-INS-002-PIT,2024-08-01,sale,INS-002,Pittsburgh,54,15.77
PUR-2024-08-01-INS-002-PIT,2024-08-01,purchase,INS-002,Pittsburgh,47,15.77
SAL-2024-08-01-INS-003-CHI,2024-08-01,sale,INS-003,Chicago,73,7.69
PUR-2024-08-01-INS-003-CHI,2024-08-01,purchase,INS-003,Chicago,84,7.69
SAL-2024-08-01-INS-003-HOU,2024-08-01,sale,INS-003,Houston,57,7.69
PUR-2024-08-01-INS-003-HOU,2024-08-01,purchase,INS-003,Houston,66,7.69
SAL-2024-08-01-INS-003-PIT,2024-08-01,sale,INS-003,Pittsburgh,41,7.69
PUR-2024-08-01-INS-003-PIT,2024-08-01,purchase,INS-003,Pittsburgh,49,7.69
SAL-2024-08-01-INS-004-CHI,2024-08-01,sale,INS-004,Chicago,69,18.22
PUR-2024-08-01-INS-004-CHI,2024-08-01,purchase,INS-004,Chicago,74,18.22
SAL-2024-08-01-INS-004-HOU,2024-08-01,sale,INS-004,Houston,68,18.22
PUR-2024-08-01-INS-004-HOU,2024-08-01,purchase,INS-004,Houston,64,18.22
SAL-2024-08-01-INS-004-PIT,2024-08-01,sale,INS-004,Pittsburgh,38,18.22
PUR-2024-08-01-INS-004-PIT,2024-08-01,purchase,INS-004,Pittsburgh,43,18.22
SAL-2024-08-01-INS-005-CHI,2024-08-01,sale,INS-005,Chicago,50,14.17
PUR-2024-08-01-INS-005-CHI,2024-08-01,purchase,INS-005,Chicago,51,14.17
SAL-2024-08-01-INS-005-HOU,2024-08-01,sale,INS-005,Houston,39,14.17
PUR-2024-08-01-INS-005-HOU,2024-08-01,purchase,INS-005,Houston,40,14.17
SAL-2024-08-01-INS-005-PIT,2024-08-01,sale,INS-005,Pittsburgh,29,14.17
PUR-2024-08-01-INS-005-PIT,2024-08-01,purchase,INS-005,Pittsburgh,34,14.17
SAL-2024-09-01-MCB-001-CHI,2024-09-01,sale,MCB-001,Chicago,133,11.82
PUR-2024-09-01-MCB-001-CHI,2024-09-01,purchase,MCB-001,Chicago,153,11.82
SAL-2024-09-01-MCB-001-HOU,2024-09-01,sale,MCB-001,Houston,92,11.82
PUR-2024-09-01-MCB-001-HOU,2024-09-01,purchase,MCB-001,Houston,87,11.82
SAL-2024-09-01-MCB-001-PIT,2024-09-01,sale,MCB-001,Pittsburgh,71,11.82
PUR-2024-09-01-MCB-001-PIT,2024-09-01,purchase,MCB-001,Pittsburgh,95,11.82
SAL-2024-09-01-MCB-002-CHI,2024-09-01,sale,MCB-002,Chicago,204,10.69
PUR-2024-09-01-MCB-002-CHI,2024-09-01,purchase,MCB-002,Chicago,179,10.69
SAL-2024-09-01-MCB-002-HOU,2024-09-01,sale,MCB-002,Houston,126,10.69
PUR-2024-09-01-MCB-002-HOU,2024-09-01,purchase,MCB-002,Houston,128,10.69
SAL-2024-09-01-MCB-002-PIT,2024-09-01,sale,MCB-002,Pittsburgh,120,10.69
PUR-2024-09-01-MCB-002-PIT,2024-09-01,purchase,MCB-002,Pittsburgh,129,10.69
SAL-2024-09-01-MCB-003-CHI,2024-09-01,sale,MCB-003,Chicago,140,10.72
PUR-2024-09-01-MCB-003-CHI,2024-09-01,purchase,MCB-003,Chicago,152,10.72
SAL-2024-09-01-MCB-003-HOU,2024-09-01,sale,MCB-003,Houston,93,10.72
PUR-2024-09-01-MCB-003-HOU,2024-09-01,purchase,MCB-003,Houston,101,10.72
SAL-2024-09-01-MCB-003-PIT,2024-09-01,sale,MCB-003,Pittsburgh,85,10.72
PUR-2024-09-01-MCB-003-PIT,2024-09-01,purchase,MCB-003,Pittsburgh,69,10.72
SAL-2024-09-01-MCB-004-CHI,2024-09-01,sale,MCB-004,Chicago,128,12.11
PUR-2024-09-01-MCB-004-CHI,2024-09-01,purchase,MCB-004,Chicago,128,12.11
SAL-2024-09-01-MCB-004-HOU,2024-09-01,sale,MCB-004,Houston,93,12.11
PUR-2024-09-01-MCB-004-HOU,2024-09-01,purchase,MCB-004,Houston,112,12.11
SAL-2024-09-01-MCB-004-PIT,2024-09-01,sale,MCB-004,Pittsburgh,98,12.11
PUR-2024-09-01-MCB-004-PIT,2024-09-01,purchase,MCB-004,Pittsburgh,90,12.11
SAL-2024-09-01-MCB-005-CHI,2024-09-01,sale,MCB-005,Chicago,137,12.46
PUR-2024-09-01-MCB-005-CHI,2024-09-01,purchase,MCB-005,Chicago,136,12.46
SAL-2024-09-01-MCB-005-HOU,2024-09-01,sale,MCB-005,Houston,99,12.46
PUR-2024-09-01-MCB-005-HOU,2024-09-01,purchase,MCB-005,Houston,116,12.46
SAL-2024-09-01-MCB-005-PIT,2024-09-01,sale,MCB-005,Pittsburgh,78,12.46
PUR-2024-09-01-MCB-005-PIT,2024-09-01,purchase,MCB-005,Pittsburgh,102,12.46
SAL-2024-09-01-HAB-001-CHI,2024-09-01,sale,HAB-001,Chicago,125,9.1
PUR-2024-09-01-HAB-001-CHI,2024-09-01,purchase,HAB-001,Chicago,165,9.1
SAL-2024-09-01-HAB-001-HOU,2024-09-01,sale,HAB-001,Houston,115,9.1
PUR-2024-09-01-HAB-001-HOU,2024-09-01,purchase,HAB-001,Houston,95,9.1
SAL-2024-09-01-HAB-001-PIT,2024-09-01,sale,HAB-001,Pittsburgh,82,9.1
PUR-2024-09-01-HAB-001-PIT,2024-09-01,purchase,HAB-001,Pittsburgh,78,9.1
SAL-2024-09-01-HAB-002-CHI,2024-09-01,sale,HAB-002,Chicago,87,8.92
PUR-2024-09-01-HAB-002-CHI,2024-09-01,purchase,HAB-002,Chicago,81,8.92
SAL-2024-09-01-HAB-002-HOU,2024-09-01,sale,HAB-002,Houston,74,8.92
PUR-2024-09-01-HAB-002-HOU,2024-09-01,purchase,HAB-002,Houston,81,8.92
SAL-2024-09-01-HAB-002-PIT,2024-09-01,sale,HAB-002,Pittsburgh,61,8.92
PUR-2024-09-01-HAB-002-PIT,2024-09-01,purchase,HAB-002,Pittsburgh,59,8.92
SAL-2024-09-01-HAB-003-CHI,2024-09-01,sale,HAB-003,Chicago,123,6.1
PUR-2024-09-01-HAB-003-CHI,2024-09-01,purchase,HAB-003,Chicago,100,6.1
SAL-2024-09-01-HAB-003-HOU,2024-09-01,sale,HAB-003,Houston,105,6.1
PUR-2024-09-01-HAB-003-HOU,2024-09-01,purchase,HAB-003,Houston,94,6.1
SAL-2024-09-01-HAB-003-PIT,2024-09-01,sale,HAB-003,Pittsburgh,77,6.1
PUR-2024-09-01-HAB-003-PIT,2024-09-01,purchase,HAB-003,Pittsburgh,78,6.1
SAL-2024-09-01-HAB-004-CHI,2024-09-01,sale,HAB-004,Chicago,120,8.31
PUR-2024-09-01-HAB-004-CHI,2024-09-01,purchase,HAB-004,Chicago,103,8.31
SAL-2024-09-01-HAB-004-HOU,2024-09-01,sale,HAB-004,Houston,85,8.31
PUR-2024-09-01-HAB-004-HOU,2024-09-01,purchase,HAB-004,Houston,89,8.31
SAL-2024-09-01-HAB-004-PIT,2024-09-01,sale,HAB-004,Pittsburgh,72,8.31
PUR-2024-09-01-HAB-004-PIT,2024-09-01,purchase,HAB-004,Pittsburgh,66,8.31
SAL-2024-09-01-HAB-005-CHI,2024-09-01,sale,HAB-005,Chicago,74,7.4
PUR-2024-09-01-HAB-005-CHI,2024-09-01,purchase,HAB-005,Chicago,93,7.4
SAL-2024-09-01-HAB-005-HOU,2024-09-01,sale,HAB-005,Houston,62,7.4
PUR-2024-09-01-HAB-005-HOU,2024-09-01,purchase,HAB-005,Houston,68,7.4
SAL-2024-09-01-HAB-005-PIT,2024-09-01,sale,HAB-005,Pittsburgh,42,7.4
PUR-2024-09-01-HAB-005-PIT,2024-09-01,purchase,HAB-005,Pittsburgh,48,7.4
SAL-2024-09-01-CAS-001-CHI,2024-09-01,sale,CAS-001,Chicago,21,1238.72
PUR-2024-09-01-CAS-001-CHI,2024-09-01,purchase,CAS-001,Chicago,25,1238.72
SAL-2024-09-01-CAS-001-HOU,2024-09-01,sale,CAS-001,Houston,20,1238.72
PUR-2024-09-01-CAS-001-HOU,2024-09-01,purchase,CAS-001,Houston,22,1238.72
SAL-2024-09-01-CAS-001-PIT,2024-09-01,sale,CAS-001,Pittsburgh,13,1238.72
PUR-2024-09-01-CAS-001-PIT,2024-09-01,purchase,CAS-001,Pittsburgh,17,1238.72
SAL-2024-09-01-CAS-002-CHI,2024-09-01,sale,CAS-002,Chicago,17,1129.98
PUR-2024-09-01-CAS-002-CHI,2024-09-01,purchase,CAS-002,Chicago,16,1129.98
SAL-2024-09-01-CAS-002-HOU,2024-09-01,sale,CAS-002,Houston,15,1129.98
PUR-2024-09-01-CAS-002-HOU,2024-09-01,purchase,CAS-002,Houston,19,1129.98
SAL-2024-09-01-CAS-002-PIT,2024-09-01,sale,CAS-002,Pittsburgh,11,1129.98
PUR-2024-09-01-CAS-002-PIT,2024-09-01,purchase,CAS-002,Pittsburgh,12,1129.98
SAL-2024-09-01-CAS-003-CHI,2024-09-01,sale,CAS-003,Chicago,18,1201.89
PUR-2024-09-01-CAS-003-CHI,2024-09-01,purchase,CAS-003,Chicago,13,1201.89
SAL-2024-09-01-CAS-003-HOU,2024-09-01,sale,CAS-003,Houston,12,1201.89
PUR-2024-09-01-CAS-003-HOU,2024-09-01,purchase,CAS-003,Houston,15,1201.89
SAL-2024-09-01-CAS-003-PIT,2024-09-01,sale,CAS-003,Pittsburgh,9,1201.89
PUR-2024-09-01-CAS-003-PIT,2024-09-01,purchase,CAS-003,Pittsburgh,9,1201.89
SAL-2024-09-01-CAS-004-CHI,2024-09-01,sale,CAS-004,Chicago,33,820.97
PUR-2024-09-01-CAS-004-CHI,2024-09-01,purchase,CAS-004,Chicago,38,820.97
SAL-2024-09-01-CAS-004-HOU,2024-09-01,sale,CAS-004,Houston,22,820.97
PUR-2024-09-01-CAS-004-HOU,2024-09-01,purchase,CAS-004,Houston,29,820.97
SAL-2024-09-01-CAS-004-PIT,2024-09-01,sale,CAS-004,Pittsburgh,21,820.97
PUR-2024-09-01-CAS-004-PIT,2024-09-01,purchase,CAS-004,Pittsburgh,18,820.97
SAL-2024-09-01-CAS-005-CHI,2024-09-01,sale,CAS-005,Chicago,14,1039.4
PUR-2024-09-01-CAS-005-CHI,2024-09-01,purchase,CAS-005,Chicago,14,1039.4
SAL-2024-09-01-CAS-005-HOU,2024-09-01,sale,CAS-005,Houston,16,1039.4
PUR-2024-09-01-CAS-005-HOU,2024-09-01,purchase,CAS-005,Houston,16,1039.4
SAL-2024-09-01-CAS-005-PIT,2024-09-01,sale,CAS-005,Pittsburgh,12,1039.4
PUR-2024-09-01-CAS-005-PIT,2024-09-01,purchase,CAS-005,Pittsburgh,8,1039.4
SAL-2024-09-01-SIB-001-CHI,2024-09-01,sale,SIB-001,Chicago,55,7.47
PUR-2024-09-01-SIB-001-CHI,2024-09-01,purchase,SIB-001,Chicago,77,7.47
SAL-2024-09-01-SIB-001-HOU,2024-09-01,sale,SIB-001,Houston,46,7.47
PUR-2024-09-01-SIB-001-HOU,2024-09-01,purchase,SIB-001,Houston,53,7.47
SAL-2024-09-01-SIB-001-PIT,2024-09-01,sale,SIB-001,Pittsburgh,46,7.47
PUR-2024-09-01-SIB-001-PIT,2024-09-01,purchase,SIB-001,Pittsburgh,43,7.47
SAL-2024-09-01-SIB-002-CHI,2024-09-01,sale,SIB-002,Chicago,103,6.57
PUR-2024-09-01-SIB-002-CHI,2024-09-01,purchase,SIB-002,Chicago,125,6.57
SAL-2024-09-01-SIB-002-HOU,2024-09-01,sale,SIB-002,Houston,76,6.57
PUR-2024-09-01-SIB-002-HOU,2024-09-01,purchase,SIB-002,Houston,107,6.57
SAL-2024-09-01-SIB-002-PIT,2024-09-01,sale,SIB-002,Pittsburgh,76,6.57
PUR-2024-09-01-SIB-002-PIT,2024-09-01,purchase,SIB-002,Pittsburgh,54,6.57
SAL-2024-09-01-SIB-003-CHI,2024-09-01,sale,SIB-003,Chicago,66,8.35
